=== RESUMO GERAL ===
Distância Total (km),Tempo Total (h),Tempo Total (min)
2765.34,57.46,3447.6

=== DETALHES DA ROTA ===
Ordem,Ponto,Latitude,Longitude,Distância até próximo (km),Tempo até próximo (s),Bateria Restante (s),Ação,Horário,Dia
323,116,-25.4320014000022,-49.3213627999599,2.92,194.58,1605.42,FOTO,12:51,3
324,54,-25.4295930000255,-49.2924205417543,7.27,484.8,1060.62,FOTO,12:59,3
325,85,-25.3732418954991,-49.3291631561723,5.39,359.17,641.44,FOTO,13:05,3
326,204,-25.4104868271504,-49.2948596739003,0,0,581.44,POUSO PARA RECARGA,13:05,3
327,204,-25.4104868271504,-49.2948596739003,9.86,657.38,1142.62,FOTO,13:16,3
328,246,-25.4493406843058,-49.2065936315104,14.27,951.65,130.98,FOTO,13:31,3
329,1,-25.4936598469491,-49.3400481020638,0,0,70.98,POUSO PARA RECARGA,13:31,3
330,1,-25.4936598469491,-49.3400481020638,1.61,107.02,1692.98,FOTO,13:33,3
331,36,-25.4998370213564,-49.3545044201704,5.23,348.63,1284.35,FOTO,13:39,3
332,258,-25.482982,-49.305864,8.75,583.25,641.1,FOTO,13:49,3
333,310,-25.5592031642591,-49.3274865425991,8.61,574.04,7.07,FOTO,13:58,3
334,231,-25.5414905884625,-49.2439315883873,0,0,-52.93,POUSO PARA RECARGA,13:58,3
335,231,-25.5414905884625,-49.2439315883873,12.36,824.25,975.75,FOTO,14:12,3
336,178,-25.4428337956861,-49.300747838027,7.58,505.63,410.12,FOTO,14:20,3
337,56,-25.3808898753791,-49.2691345002354,3.27,218.01,132.11,FOTO,14:24,3
338,222,-25.3984034918396,-49.2952852364297,0,0,72.11,POUSO PARA RECARGA,14:24,3
339,222,-25.3984034918396,-49.2952852364297,3.94,262.82,1537.18,FOTO,14:29,3
340,26,-25.3655056873644,-49.280654645349,12.78,851.69,625.49,FOTO,14:43,3
341,303,-25.4777156282764,-49.3079769301493,3.02,201.33,364.16,FOTO,14:46,3
342,199,-25.4557352095908,-49.3256450071633,0,0,304.16,POUSO PARA RECARGA,14:46,3
343,199,-25.4557352095908,-49.3256450071633,5.13,341.72,1458.28,FOTO,14:52,3
344,241,-25.4578113636589,-49.2746421817496,7.54,502.68,895.59,FOTO,15:00,3
345,265,-25.524150444185,-49.290210168982,7.53,502.28,333.31,FOTO,15:08,3
346,211,-25.4831184667002,-49.3499515999385,0,0,273.31,POUSO PARA RECARGA,15:08,3
347,211,-25.4831184667002,-49.3499515999385,15.44,1029.33,770.67,FOTO,15:26,3
348,185,-25.3791995264108,-49.2479747365615,3.84,256.23,454.44,FOTO,15:30,3
349,223,-25.4130335000161,-49.2401459999717,3.19,212.43,182.01,FOTO,15:33,3
350,234,-25.4267759520353,-49.2679877486134,0,0,122.01,POUSO PARA RECARGA,15:33,3
351,234,-25.4267759520353,-49.2679877486134,7.85,523.38,1276.62,FOTO,15:42,3
352,221,-25.4835295000015,-49.3145007999984,5.66,377.29,839.33,FOTO,15:48,3
353,144,-25.5296041641745,-49.3384583258202,3.03,202.01,577.32,FOTO,15:52,3
354,121,-25.5061884000766,-49.3539056000423,3.4,226.98,290.34,FOTO,15:56,3
355,69,-25.5325141725804,-49.3365793791746,0,0,230.34,POUSO PARA RECARGA,15:56,3
356,69,-25.5325141725804,-49.3365793791746,16.69,1112.61,687.39,FOTO,16:14,3
357,242,-25.4121197273283,-49.2373089094202,4.9,326.72,300.67,FOTO,16:20,3
358,114,-25.3861406843164,-49.1978955789077,0,0,240.67,POUSO PARA RECARGA,16:20,3
359,114,-25.3861406843164,-49.1978955789077,12.3,820.21,979.79,FOTO,16:33,3
360,139,-25.4333576000608,-49.3086768002282,6.08,405.19,514.6,FOTO,16:40,3
361,276,-25.430376,-49.248243,2.6,173.1,281.5,FOTO,16:43,3
362,8,-25.4219925091123,-49.2723748799989,0.72,47.69,173.81,FOTO,16:44,3
363,255,-25.4198156998607,-49.2790781765687,0,0,113.81,POUSO PARA RECARGA,16:44,3
364,255,-25.4198156998607,-49.2790781765687,2.55,169.69,1630.31,FOTO,16:47,3
365,161,-25.433306347953,-49.2586024190518,1.49,99.65,1470.67,FOTO,16:48,3
366,343,-25.4273942123959,-49.2452352041218,11.34,755.96,654.71,FOTO,17:01,3
367,304,-25.5010554166774,-49.3233459999556,0,0,594.71,POUSO PARA RECARGA,17:01,3
368,304,-25.5010554166774,-49.3233459999556,11.59,772.47,1027.53,FOTO,17:14,3
369,347,-25.399199941043,-49.3477109219031,1.85,123.06,844.47,FOTO,17:16,3
370,44,-25.4138947234128,-49.3562615743809,3.0,199.73,584.74,FOTO,17:19,3
371,296,-25.4406127564945,-49.3601132684004,0,0,524.74,POUSO PARA RECARGA,17:19,3
372,296,-25.4406127564945,-49.3601132684004,8.55,570.3,1229.7,FOTO,17:29,3
373,33,-25.3666350000001,-49.3367376666649,2.2,146.51,1023.19,FOTO,17:31,3
374,346,-25.3849215000131,-49.328439749977,13.21,880.41,82.79,FOTO,17:46,3
375,353,-25.5030856483401,-49.3152229520216,0,0,22.79,POUSO PARA RECARGA,17:46,3
376,353,-25.5030856483401,-49.3152229520216,5.87,391.51,1408.49,FOTO,17:52,3
377,46,-25.4763519008138,-49.2647633349843,2.9,193.07,1155.42,FOTO,17:55,3
378,315,-25.5021303917908,-49.2606525653797,4.18,278.36,817.07,FOTO,18:00,3
379,124,-25.4685143295265,-49.2421165124832,5.16,344.06,413.0,FOTO,18:06,3
380,173,-25.4936220026944,-49.1988741650016,2.3,153.44,199.56,FOTO,18:08,3
381,283,-25.4770778208763,-49.2126543845983,0,0,139.56,POUSO PARA RECARGA,18:08,3
382,283,-25.4770778208763,-49.2126543845983,12.89,859.55,940.45,FOTO,18:23,3
383,370,-25.3725747859642,-49.2682819283134,1.19,79.17,801.28,FOTO,18:24,3
384,262,-25.3823373333611,-49.2634891111916,4.51,300.86,440.42,FOTO,18:29,3
385,195,-25.3531644337776,-49.232263242608,4.96,330.38,50.04,FOTO,18:35,3
386,41,-25.3827108510463,-49.1953359321141,0,0,-9.96,POUSO PARA RECARGA,18:35,3
387,41,-25.3827108510463,-49.1953359321141,12.08,805.55,994.45,FOTO,18:48,3
388,60,-25.4882127778241,-49.2241676667996,6.21,413.99,520.46,FOTO,18:55,3
389,273,-25.5343119298378,-49.2590953391986,0,0,460.46,POUSO PARA RECARGA,18:55,3
390,273,-25.5343119298378,-49.2590953391986,0,0,1301.48,POUSO NOTURNO,18:55,3
391,273,-25.5343119298378,-49.2590953391986,7.48,498.52,1241.48,FOTO,06:08,4
392,182,-25.5160188418949,-49.3308090343913,9.29,619.35,562.13,FOTO,06:18,4
393,235,-25.5594363219748,-49.2516978436888,3.38,225.59,276.53,FOTO,06:22,4
394,57,-25.5296962833892,-49.244546883763,0.26,17.13,199.4,FOTO,06:23,4
395,260,-25.5277922333666,-49.2459991910781,0,0,139.4,POUSO PARA RECARGA,06:23,4
396,260,-25.5277922333666,-49.2459991910781,11.31,754.15,1045.85,FOTO,06:35,4
397,89,-25.4395442941516,-49.3020722939492,9.81,653.67,332.18,FOTO,06:46,4
398,35,-25.3694403145923,-49.2428589272921,0,0,272.18,POUSO PARA RECARGA,06:46,4
399,35,-25.3694403145923,-49.2428589272921,12.49,832.65,967.35,FOTO,07:00,4
400,84,-25.4702554549873,-49.1880231206476,1.64,109.09,798.25,FOTO,07:02,4
401,126,-25.4814447782289,-49.198611250503,1.79,119.2,619.06,FOTO,07:04,4
402,133,-25.4666337593647,-49.1916779820241,1.37,91.55,467.51,FOTO,07:05,4
403,154,-25.4560595000466,-49.1987434093442,0,0,407.51,POUSO PARA RECARGA,07:05,4
404,154,-25.4560595000466,-49.1987434093442,13.35,889.79,910.21,FOTO,07:20,4
405,287,-25.3569461500704,-49.2736981005731,8.5,566.94,283.27,FOTO,07:29,4
406,131,-25.425394880957,-49.2359359145395,0,0,223.27,POUSO PARA RECARGA,07:29,4
407,131,-25.425394880957,-49.2359359145395,13.34,889.05,910.95,FOTO,07:44,4
408,372,-25.4862514891775,-49.350391101116,1.26,83.81,767.15,FOTO,07:46,4
409,71,-25.4758162194925,-49.3455733886983,1.43,95.11,612.04,FOTO,07:47,4
410,135,-25.4865966553425,-49.3378683447999,0,0,552.04,POUSO PARA RECARGA,07:47,4
411,135,-25.4865966553425,-49.3378683447999,10.73,715.39,1084.61,FOTO,07:59,4
412,28,-25.4227240373025,-49.257747950136,8.17,544.57,480.04,FOTO,08:08,4
413,357,-25.4935107881037,-49.2359919665457,0,0,420.04,POUSO PARA RECARGA,08:08,4
414,357,-25.4935107881037,-49.2359919665457,7.31,487.39,1312.61,FOTO,08:16,4
415,186,-25.5161805037496,-49.3043711084487,5.16,343.94,908.67,FOTO,08:22,4
416,6,-25.4815524899573,-49.3385838295334,3.9,260.14,588.53,FOTO,08:26,4
417,143,-25.51557721054,-49.3290638947933,3.63,241.72,286.81,FOTO,08:30,4
418,21,-25.488209,-49.348703,0,0,226.81,POUSO PARA RECARGA,08:30,4
419,21,-25.488209,-49.348703,9.98,665.59,1134.41,FOTO,08:42,4
420,180,-25.5316857069475,-49.261658650228,2.34,156.03,918.38,FOTO,08:44,4
421,75,-25.5516863820233,-49.2689271518567,3.87,258.24,600.14,FOTO,08:48,4
422,118,-25.5169970179923,-49.2724628977617,0,0,540.14,POUSO PARA RECARGA,08:48,4
423,118,-25.5169970179923,-49.2724628977617,8.43,561.8,1238.2,FOTO,08:58,4
424,58,-25.4878793333939,-49.3499858333103,0.58,38.88,1139.32,FOTO,08:58,4
425,332,-25.4928927891057,-49.3482807107009,3.91,260.72,818.6,FOTO,09:03,4
426,14,-25.4838938211145,-49.3106146746474,7.37,491.43,267.17,FOTO,09:11,4
427,248,-25.4740384750357,-49.2379956248079,0,0,207.17,POUSO PARA RECARGA,09:11,4
428,248,-25.4740384750357,-49.2379956248079,8.31,554.15,1245.85,FOTO,09:20,4
429,247,-25.4021061827475,-49.2605236422368,8.63,575.29,610.56,FOTO,09:30,4
430,269,-25.47733771481,-49.2394309559741,0.47,31.29,519.27,FOTO,09:30,4
431,113,-25.4741691564102,-49.242520655745,4.62,308.09,151.18,FOTO,09:36,4
432,67,-25.5157135001734,-49.243793374824,0,0,91.18,POUSO PARA RECARGA,09:36,4
433,67,-25.5157135001734,-49.243793374824,2.48,165.66,1634.34,FOTO,09:38,4
434,288,-25.4995227903921,-49.2608604414495,4.85,323.61,1250.73,FOTO,09:44,4
435,209,-25.463999400884,-49.2889687454307,4.82,321.41,869.31,FOTO,09:49,4
436,165,-25.4595564842104,-49.2411990341756,3.0,200.32,608.99,FOTO,09:52,4
437,55,-25.4657194667099,-49.212058299976,3.07,204.54,344.45,FOTO,09:56,4
438,267,-25.4932949091003,-49.2131369999224,0,0,284.45,POUSO PARA RECARGA,09:56,4
439,267,-25.4932949091003,-49.2131369999224,12.85,856.73,943.27,FOTO,10:10,4
440,344,-25.3808622827653,-49.242762203191,6.83,455.06,428.21,FOTO,10:18,4
441,123,-25.4107702686398,-49.3021048645381,4.34,289.34,78.87,FOTO,10:22,4
442,96,-25.3808727224324,-49.2743298330015,0,0,18.87,POUSO PARA RECARGA,10:22,4
443,96,-25.3808727224324,-49.2743298330015,3.26,217.4,1582.6,FOTO,10:26,4
444,174,-25.3550854904869,-49.2588717776273,17.9,1193.21,329.39,FOTO,10:46,4
445,27,-25.5102533750322,-49.3062616741933,0,0,269.39,POUSO PARA RECARGA,10:46,4
446,27,-25.5102533750322,-49.3062616741933,4.74,316.17,1483.83,FOTO,10:51,4
447,7,-25.5386532636233,-49.2709988129397,3.79,252.91,1170.92,FOTO,10:55,4
448,305,-25.5504730020315,-49.3064697407443,11.04,736.32,374.6,FOTO,11:08,4
449,338,-25.4702238422545,-49.3713250851996,0,0,314.6,POUSO PARA RECARGA,11:08,4
450,338,-25.4702238422545,-49.3713250851996,10.76,717.39,1082.61,FOTO,11:20,4
451,125,-25.5404745077498,-49.2975794776044,13.27,884.91,137.7,FOTO,11:34,4
452,197,-25.4325298004091,-49.2411146661928,0,0,77.7,POUSO PARA RECARGA,11:34,4
453,197,-25.4325298004091,-49.2411146661928,8.69,579.66,1220.34,FOTO,11:44,4
454,78,-25.4282395714462,-49.3275682857714,10.12,674.4,485.94,FOTO,11:55,4
455,59,-25.3737566254647,-49.2469140011033,0,0,425.94,POUSO PARA RECARGA,11:55,4
456,59,-25.3737566254647,-49.2469140011033,15.17,1011.55,788.45,FOTO,12:12,4
457,249,-25.4756844576971,-49.3473682666473,10.49,699.55,28.9,FOTO,12:24,4
458,25,-25.569630444458,-49.3374921110026,0,0,-31.1,POUSO PARA RECARGA,12:24,4
459,25,-25.569630444458,-49.3374921110026,16.78,1118.34,681.66,FOTO,12:42,4
460,50,-25.4224698510365,-49.3006978054742,5.29,352.71,268.95,FOTO,12:48,4
461,322,-25.4077602271442,-49.3507954592113,0,0,208.95,POUSO PARA RECARGA,12:48,4
462,322,-25.4077602271442,-49.3507954592113,9.74,649.41,1150.59,FOTO,12:59,4
463,128,-25.4951670667098,-49.3442928001987,8.47,564.62,525.98,FOTO,13:09,4
464,40,-25.4540745011999,-49.2732563508827,0,0,465.98,POUSO PARA RECARGA,13:09,4
465,40,-25.4540745011999,-49.2732563508827,8.53,568.7,1231.3,FOTO,13:18,4
466,70,-25.5293962610013,-49.2571259563704,9.65,643.35,527.96,FOTO,13:29,4
467,181,-25.4533378888945,-49.3034312777902,0,0,467.96,POUSO PARA RECARGA,13:29,4
468,181,-25.4533378888945,-49.3034312777902,9.11,607.31,1192.69,FOTO,13:39,4
469,228,-25.525272804958,-49.2599985858237,9.24,616.22,516.47,FOTO,13:49,4
470,61,-25.4637044472508,-49.198121637253,4.88,325.33,131.14,FOTO,13:55,4
471,306,-25.4602953492636,-49.2465827083158,0,0,71.14,POUSO PARA RECARGA,13:55,4
472,306,-25.4602953492636,-49.2465827083158,5.46,364.29,1435.71,FOTO,14:01,4
473,142,-25.4219078028813,-49.2805581841836,5.04,336.06,1039.65,FOTO,14:06,4
474,212,-25.4672406908201,-49.2801499774178,7.81,520.92,458.73,FOTO,14:15,4
475,138,-25.5329949004335,-49.2526856997565,4.61,307.14,91.58,FOTO,14:20,4
476,216,-25.5603014782721,-49.2872240368535,0,0,31.58,POUSO PARA RECARGA,14:20,4
477,216,-25.5603014782721,-49.2872240368535,18.73,1248.73,551.27,FOTO,14:41,4
478,100,-25.3924350555573,-49.3027649999663,0,0,491.27,POUSO PARA RECARGA,14:41,4
479,100,-25.3924350555573,-49.3027649999663,12.13,808.91,991.09,FOTO,14:54,4
480,364,-25.4844139677447,-49.2377486322425,6.53,435.26,495.83,FOTO,15:02,4
481,345,-25.5361378385276,-49.2685374132639,0,0,435.83,POUSO PARA RECARGA,15:02,4
482,345,-25.5361378385276,-49.2685374132639,16.21,1080.83,719.17,FOTO,15:20,4
483,99,-25.3981885762214,-49.2162511520761,6.18,411.96,247.2,FOTO,15:27,4
484,122,-25.4463780000737,-49.2468984999865,0,0,187.2,POUSO PARA RECARGA,15:27,4
485,122,-25.4463780000737,-49.2468984999865,3.19,212.36,1587.64,FOTO,15:30,4
486,237,-25.4401651682037,-49.2778677639266,4.35,290.19,1237.45,FOTO,15:35,4
487,285,-25.4685255880972,-49.3077515647853,3.21,214.1,963.35,FOTO,15:38,4
488,152,-25.4646281053601,-49.3394493683984,0,0,903.35,POUSO PARA RECARGA,15:38,4
489,152,-25.4646281053601,-49.3394493683984,14.6,973.49,826.51,FOTO,15:55,4
490,64,-25.4599432722975,-49.1940915354714,9.95,663.01,103.5,FOTO,16:06,4
491,159,-25.4443285001079,-49.2916224997606,0,0,43.5,POUSO PARA RECARGA,16:06,4
492,159,-25.4443285001079,-49.2916224997606,11.55,770.28,1029.72,FOTO,16:19,4
493,311,-25.371866280235,-49.2091730004846,5.08,338.79,630.93,FOTO,16:24,4
494,88,-25.409050749392,-49.2385843936,4.96,330.59,240.34,FOTO,16:30,4
495,336,-25.3649974344476,-49.2309054649185,0,0,180.34,POUSO PARA RECARGA,16:30,4
496,336,-25.3649974344476,-49.2309054649185,18.99,1265.96,534.04,FOTO,16:51,4
497,52,-25.5339269047986,-49.2586402382427,2.64,175.82,298.23,FOTO,16:54,4
498,183,-25.5561318634792,-49.2494041568186,0,0,238.23,POUSO PARA RECARGA,16:54,4
499,183,-25.5561318634792,-49.2494041568186,10.94,729.13,1070.87,FOTO,17:06,4
500,32,-25.4748252660661,-49.3107362306741,8.15,543.64,467.23,FOTO,17:15,4
501,321,-25.5259885359266,-49.2525244997371,5.47,364.83,42.39,FOTO,17:21,4
502,73,-25.4943561601417,-49.2107486004445,0,0,-17.61,POUSO PARA RECARGA,17:21,4
503,73,-25.4943561601417,-49.2107486004445,1.48,98.41,1701.59,FOTO,17:23,4
504,39,-25.4968831947737,-49.2251870078443,12.52,834.73,806.86,FOTO,17:37,4
505,254,-25.3843628304926,-49.2203917399179,0,0,746.86,POUSO PARA RECARGA,17:37,4
506,254,-25.3843628304926,-49.2203917399179,15.65,1043.25,756.75,FOTO,17:54,4
507,63,-25.4789005295822,-49.3358291909315,2.19,146.06,550.69,FOTO,17:56,4
508,291,-25.4618345263762,-49.3467354210512,0,0,490.69,POUSO PARA RECARGA,17:56,4
509,291,-25.4618345263762,-49.3467354210512,9.75,649.84,1150.16,FOTO,18:07,4
510,13,-25.5125646322447,-49.2675350633395,1.64,109.46,980.69,FOTO,18:09,4
511,47,-25.5262738689431,-49.2736153558222,3.14,209.37,711.33,FOTO,18:13,4
512,147,-25.5012202607084,-49.2880626203316,2.92,194.47,456.85,FOTO,18:16,4
513,53,-25.4967925893433,-49.2594143510465,0,0,396.85,POUSO PARA RECARGA,18:16,4
514,53,-25.4967925893433,-49.2594143510465,9.26,617.14,1182.86,FOTO,18:26,4
515,0,-25.4233146347775,-49.2160678044742,0.0,0.0,1122.86,FOTO,18:26,4
