CEP inicial,Latitude inicial,Longitude inicial,Dia do vôo,Hora inicial,Velocidade,CEP final,Latitude final,Longitude final,Pouso,Hora final
82840140,-25.4035558681452,-49.2092009936114,1,09:46,54,82840140,-25.4035558681452,-49.2092009936114,SIM,09:59
82840140,-25.4035558681452,-49.2092009936114,1,10:00,54,82410510,-25.3732418954991,-49.3291631561723,NÃO,10:06
82410510,-25.3732418954991,-49.3291631561723,1,10:07,54,82200216,-25.3890870000006,-49.270339250004,NÃO,10:13
82200216,-25.3890870000006,-49.270339250004,1,10:14,54,82015110,-25.4160406938864,-49.3250852303798,NÃO,10:13
82015110,-25.4160406938864,-49.3250852303798,1,10:14,54,82015110,-25.4160406938864,-49.3250852303798,SIM,10:26
82015110,-25.4160406938864,-49.3250852303798,1,10:27,54,82810080,-25.4396831550178,-49.213992719196,NÃO,10:27
82810080,-25.4396831550178,-49.213992719196,1,10:28,54,82920090,-25.4493406843058,-49.2065936315104,NÃO,10:39
82920090,-25.4493406843058,-49.2065936315104,1,10:40,54,81910390,-25.5316857069475,-49.261658650228,NÃO,10:39
81910390,-25.5316857069475,-49.261658650228,1,10:40,54,81910390,-25.5316857069475,-49.261658650228,SIM,10:42
81910390,-25.5316857069475,-49.261658650228,1,10:43,54,81935317,-25.5574814410697,-49.2659726298718,NÃO,10:45
81935317,-25.5574814410697,-49.2659726298718,1,10:46,54,81850680,-25.54320816435,-49.242931161733,NÃO,10:56
81850680,-25.54320816435,-49.242931161733,1,10:57,54,82980520,-25.4702554549873,-49.1880231206476,NÃO,10:58
82980520,-25.4702554549873,-49.1880231206476,1,10:59,54,81590220,-25.4821304044981,-49.1983598981544,NÃO,10:59
81590220,-25.4821304044981,-49.1983598981544,1,11:00,54,81590577,-25.4923383333506,-49.2002912221858,NÃO,10:59
81590577,-25.4923383333506,-49.2002912221858,1,11:00,54,81590577,-25.4923383333506,-49.2002912221858,SIM,11:09
81590577,-25.4923383333506,-49.2002912221858,1,11:10,54,80220200,-25.4672406908201,-49.2801499774178,NÃO,11:12
80220200,-25.4672406908201,-49.2801499774178,1,11:13,54,81070310,-25.4777156282764,-49.3079769301493,NÃO,11:17
81070310,-25.4777156282764,-49.3079769301493,1,11:18,54,81810492,-25.5044000000137,-49.2718504999625,NÃO,11:21
