CEP inicial,Latitude inicial,Longitude inicial,Dia do voo,Hora inicial,Velocidade,CEP final,Latitude final,Longitude final,Pouso,Hora final
81130270,-25.5076616583274,-49.3009496047833,1,07:27:49,30,82320230,-25.4021230003188,-49.3423791541151,SIM,07:52:44
82320230,-25.4021230003188,-49.3423791541151,1,07:53:44,30,82700540,-25.3703488003616,-49.2570179996848,SIM,08:12:17
82700540,-25.3703488003616,-49.2570179996848,1,08:13:17,30,81650080,-25.4844139677447,-49.2377486322425,SIM,08:38:57
81650080,-25.4844139677447,-49.2377486322425,1,08:39:57,30,80710390,-25.43427248628,-49.3055074800751,SIM,08:57:33
80710390,-25.43427248628,-49.3055074800751,1,08:58:33,30,81460140,-25.5504730020315,-49.3064697407443,SIM,09:24:24
81460140,-25.5504730020315,-49.3064697407443,1,09:25:24,30,80810020,-25.4179269867733,-49.2959062863188,SIM,09:54:58
80810020,-25.4179269867733,-49.2959062863188,1,09:55:58,30,80510090,-25.4219078028813,-49.2805581841836,SIM,09:59:11
80510090,-25.4219078028813,-49.2805581841836,1,09:59:11,30,82821016,-25.4270763750322,-49.209505500185,NÃO,10:13:31
82821016,-25.4270763750322,-49.209505500185,1,10:14:31,30,81265330,-25.4702238422545,-49.3713250851996,SIM,10:48:24
81265330,-25.4702238422545,-49.3713250851996,1,10:49:24,30,81850650,-25.5414905884625,-49.2439315883873,SIM,11:19:30
81850650,-25.5414905884625,-49.2439315883873,1,11:20:30,30,80620370,-25.4578113636589,-49.2746421817496,SIM,11:40:07
80620370,-25.4578113636589,-49.2746421817496,1,11:41:07,30,82720410,-25.3531644337776,-49.232263242608,SIM,12:05:54
82720410,-25.3531644337776,-49.232263242608,1,12:06:54,30,81590210,-25.4814447782289,-49.198611250503,SIM,12:36:14
81590210,-25.4814447782289,-49.198611250503,1,12:37:14,30,81260160,-25.488209,-49.348703,SIM,13:07:25
81260160,-25.488209,-49.348703,1,13:08:25,30,81305650,-25.5010554166774,-49.3233459999556,SIM,13:14:16
81305650,-25.5010554166774,-49.3233459999556,1,13:14:16,30,81470370,-25.5778784839382,-49.3341110960705,NÃO,13:31:30
81470370,-25.5778784839382,-49.3341110960705,1,13:32:30,30,80510325,-25.4198156998607,-49.2790781765687,SIM,14:09:21
80510325,-25.4198156998607,-49.2790781765687,1,14:10:21,30,81540160,-25.4663186667815,-49.2166009443659,SIM,14:26:37
81540160,-25.4663186667815,-49.2166009443659,1,14:27:37,30,82840140,-25.4035558681452,-49.2092009936114,SIM,14:41:40
82840140,-25.4035558681452,-49.2092009936114,1,14:41:40,30,82700410,-25.3740192069561,-49.2513782763024,NÃO,14:52:24
82700410,-25.3740192069561,-49.2513782763024,1,14:53:24,30,82410510,-25.3732418954991,-49.3291631561723,SIM,15:09:02
82410510,-25.3732418954991,-49.3291631561723,1,15:10:02,30,81670110,-25.4977016024349,-49.2505578410785,SIM,15:41:54
81670110,-25.4977016024349,-49.2505578410785,1,15:42:54,30,81570010,-25.4740384750357,-49.2379956248079,SIM,15:48:45
81570010,-25.4740384750357,-49.2379956248079,1,15:48:45,30,80030010,-25.424164,-49.266866,NÃO,16:01:16
80030010,-25.424164,-49.266866,1,16:02:16,30,81720360,-25.5259885359266,-49.2525244997371,SIM,16:25:06
81720360,-25.5259885359266,-49.2525244997371,1,16:26:06,30,81330620,-25.4883481133979,-49.3345923101625,SIM,16:44:35
81330620,-25.4883481133979,-49.3345923101625,1,16:44:35,30,81170755,-25.5160188418949,-49.3308090343913,NÃO,16:50:48
81170755,-25.5160188418949,-49.3308090343913,1,16:51:48,30,80010040,-25.433306347953,-49.2586024190518,SIM,17:15:14
80010040,-25.433306347953,-49.2586024190518,1,17:16:14,30,81150130,-25.5161805037496,-49.3043711084487,SIM,17:36:50
81150130,-25.5161805037496,-49.3043711084487,1,17:37:50,30,81490170,-25.5871765229344,-49.3233641230418,SIM,17:54:05
81490170,-25.5871765229344,-49.3233641230418,1,17:55:05,30,82510514,-25.4130335000161,-49.2401459999717,SIM,18:37:16
82510514,-25.4130335000161,-49.2401459999717,1,18:38:16,30,81490360,-25.5959260714452,-49.3331487620149,SIM,19:23:02
81490360,-25.5959260714452,-49.3331487620149,1,19:24:02,30,82630494,-25.3769201560983,-49.2197021839363,SIM,20:17:48
82630494,-25.3769201560983,-49.2197021839363,1,20:18:48,30,82720240,-25.3649974344476,-49.2309054649185,SIM,20:22:17
82720240,-25.3649974344476,-49.2309054649185,1,20:23:17,30,81460235,-25.5296041641745,-49.3384583258202,SIM,21:05:48
81460235,-25.5296041641745,-49.3384583258202,1,21:06:48,30,81330550,-25.4845347422664,-49.323856720273,SIM,21:17:15
81330550,-25.4845347422664,-49.323856720273,1,21:18:15,30,82220470,-25.3569461500704,-49.2736981005731,SIM,21:48:22
82220470,-25.3569461500704,-49.2736981005731,1,21:49:22,30,81550430,-25.4903390577391,-49.20628701026,SIM,22:21:59
81550430,-25.4903390577391,-49.20628701026,1,22:22:59,30,81750200,-25.5157135001734,-49.243793374824,SIM,22:32:24
81750200,-25.5157135001734,-49.243793374824,1,22:33:24,30,82300430,-25.4211195918941,-49.3463656911546,SIM,23:02:51
82300430,-25.4211195918941,-49.3463656911546,1,23:03:51,30,82315100,-25.4138947234128,-49.3562615743809,SIM,23:06:25
82315100,-25.4138947234128,-49.3562615743809,1,23:06:25,30,80540290,-25.4060056184402,-49.2667691092792,NÃO,23:24:29
80540290,-25.4060056184402,-49.2667691092792,1,23:25:29,30,82930000,-25.4522168930604,-49.2076848688181,SIM,23:41:11
82930000,-25.4522168930604,-49.2076848688181,1,23:42:11,30,82860400,-25.3861406843164,-49.1978955789077,SIM,23:57:01
82860400,-25.3861406843164,-49.1978955789077,1,23:58:01,30,80530210,-25.415928,-49.266714,SIM,00:13:21
80530210,-25.415928,-49.266714,1,00:14:21,30,82860360,-25.3827108510463,-49.1953359321141,SIM,00:30:29
82860360,-25.3827108510463,-49.1953359321141,1,00:30:29,30,82600640,-25.3981885762214,-49.2162511520761,NÃO,00:35:55
82600640,-25.3981885762214,-49.2162511520761,1,00:36:55,30,81010160,-25.4761700909245,-49.2756320910121,SIM,00:57:58
81010160,-25.4761700909245,-49.2756320910121,1,00:57:58,30,81030100,-25.4832995440473,-49.2706444334036,NÃO,00:59:51
81030100,-25.4832995440473,-49.2706444334036,1,01:00:51,30,81560480,-25.4932949091003,-49.2131369999224,SIM,01:12:37
81560480,-25.4932949091003,-49.2131369999224,1,01:12:37,30,81110190,-25.4985135816744,-49.2879505576038,NÃO,01:27:41
81110190,-25.4985135816744,-49.2879505576038,1,01:28:41,30,81350713,-25.496557235688,-49.3371662352983,SIM,01:38:35
81350713,-25.496557235688,-49.3371662352983,1,01:39:35,30,82990150,-25.4599432722975,-49.1940915354714,SIM,02:09:27
82990150,-25.4599432722975,-49.1940915354714,1,02:10:27,30,81350712,-25.4960801542241,-49.3371847691929,SIM,02:40:17
81350712,-25.4960801542241,-49.3371847691929,1,02:41:17,30,82010390,-25.4282395714462,-49.3275682857714,SIM,02:56:30
82010390,-25.4282395714462,-49.3275682857714,1,02:57:30,30,81910230,-25.5278877309024,-49.2672872891657,SIM,03:22:45
81910230,-25.5278877309024,-49.2672872891657,1,03:23:45,30,80050440,-25.4325298004091,-49.2411146661928,SIM,03:45:36
80050440,-25.4325298004091,-49.2411146661928,1,03:46:36,30,81550490,-25.4924960602498,-49.2054049266086,SIM,04:01:45
81550490,-25.4924960602498,-49.2054049266086,1,04:01:45,30,81650170,-25.4968831947737,-49.2251870078443,NÃO,04:05:51
81650170,-25.4968831947737,-49.2251870078443,1,04:05:51,30,81770160,-25.5296962833892,-49.244546883763,NÃO,04:14:08
81770160,-25.5296962833892,-49.244546883763,1,04:15:08,30,81610220,-25.4840165002992,-49.2455067502822,SIM,04:25:18
81610220,-25.4840165002992,-49.2455067502822,1,04:25:18,30,80730450,-25.4295930000255,-49.2924205417543,NÃO,04:40:39
80730450,-25.4295930000255,-49.2924205417543,1,04:41:39,30,81450140,-25.4974735953017,-49.3493514288727,SIM,05:00:36
81450140,-25.4974735953017,-49.3493514288727,1,05:01:36,30,81480141,-25.5562061667039,-49.3231896667236,SIM,05:15:41
81480141,-25.5562061667039,-49.3231896667236,1,05:15:41,30,81925578,-25.5519935625411,-49.267926124915,NÃO,05:26:49
81925578,-25.5519935625411,-49.267926124915,1,05:27:49,30,82220563,-25.3564836666715,-49.2790128333043,SIM,06:11:22
82220563,-25.3564836666715,-49.2790128333043,1,06:12:22,30,81925567,-25.5516863820233,-49.2689271518567,SIM,06:55:50
81925567,-25.5516863820233,-49.2689271518567,1,06:56:50,30,81110330,-25.5042910428287,-49.2847716627966,SIM,07:07:51
81110330,-25.5042910428287,-49.2847716627966,1,07:08:51,30,82015640,-25.4165571631868,-49.3376898347165,SIM,07:31:05
82015640,-25.4165571631868,-49.3376898347165,1,07:32:05,30,81250610,-25.4933426909383,-49.3409114723655,SIM,07:49:11
81250610,-25.4933426909383,-49.3409114723655,1,07:49:11,30,81260430,-25.4650355019742,-49.3605952475877,NÃO,07:56:37
81260430,-25.4650355019742,-49.3605952475877,1,07:57:37,30,81830020,-25.5125646322447,-49.2675350633395,SIM,08:19:05
81830020,-25.5125646322447,-49.2675350633395,1,08:20:05,30,81650050,-25.4935107881037,-49.2359919665457,SIM,08:27:43
81650050,-25.4935107881037,-49.2359919665457,1,08:27:43,30,81580179,-25.4968867857253,-49.2235692856984,NÃO,08:30:20
81580179,-25.4968867857253,-49.2235692856984,1,08:31:20,30,80730270,-25.4395442941516,-49.3020722939492,SIM,08:51:37
80730270,-25.4395442941516,-49.3020722939492,1,08:52:37,30,81230395,-25.4630444265055,-49.340662832648,SIM,09:01:58
81230395,-25.4630444265055,-49.340662832648,1,09:01:58,30,81350320,-25.4992029361912,-49.3318588311607,NÃO,09:10:12
81350320,-25.4992029361912,-49.3318588311607,1,09:11:12,30,82950220,-25.4538040386831,-49.2173702690989,SIM,09:36:19
82950220,-25.4538040386831,-49.2173702690989,1,09:37:19,30,80250220,-25.4401651682037,-49.2778677639266,SIM,09:49:51
80250220,-25.4401651682037,-49.2778677639266,1,09:49:51,30,82100270,-25.4014680627492,-49.2883068119821,NÃO,09:58:43
82100270,-25.4014680627492,-49.2883068119821,1,09:59:43,30,81010130,-25.4764195588417,-49.273155691529,SIM,10:16:40
81010130,-25.4764195588417,-49.273155691529,1,10:17:40,30,82840120,-25.4055829533743,-49.2167226661471,SIM,10:37:05
82840120,-25.4055829533743,-49.2167226661471,1,10:38:05,30,82315390,-25.4096763580765,-49.3604395248946,SIM,11:06:59
82315390,-25.4096763580765,-49.3604395248946,1,11:07:59,30,82650470,-25.3694403145923,-49.2428589272921,SIM,11:33:15
82650470,-25.3694403145923,-49.2428589272921,1,11:34:15,30,80740199,-25.4437465384921,-49.3130473847111,SIM,11:55:59
80740199,-25.4437465384921,-49.3130473847111,1,11:56:59,30,80010010,-25.4267759520353,-49.2679877486134,SIM,12:06:48
80010010,-25.4267759520353,-49.2679877486134,1,12:06:48,30,80215650,-25.4484380190541,-49.2490664368478,NÃO,12:12:57
80215650,-25.4484380190541,-49.2490664368478,1,12:13:57,30,82400380,-25.3939611290747,-49.3559660424619,SIM,12:38:37
82400380,-25.3939611290747,-49.3559660424619,1,12:39:37,30,82710320,-25.3550854904869,-49.2588717776273,SIM,13:00:58
82710320,-25.3550854904869,-49.2588717776273,1,13:01:58,30,81900560,-25.5386532636233,-49.2709988129397,SIM,13:42:52
81900560,-25.5386532636233,-49.2709988129397,1,13:43:52,30,81470175,-25.567186531582,-49.3334716250438,SIM,13:57:55
81470175,-25.567186531582,-49.3334716250438,1,13:58:55,30,82640400,-25.3780721034646,-49.2387994310608,SIM,14:45:05
82640400,-25.3780721034646,-49.2387994310608,1,14:46:05,30,80220380,-25.4622493336364,-49.2552576680305,SIM,15:05:06
80220380,-25.4622493336364,-49.2552576680305,1,15:06:06,30,82310433,-25.43107,-49.372483,SIM,15:30:39
82310433,-25.43107,-49.372483,1,15:31:39,30,80250085,-25.4428916686675,-49.2805507832172,SIM,15:50:18
80250085,-25.4428916686675,-49.2805507832172,1,15:51:18,30,81230392,-25.4603003707953,-49.340657573102,SIM,16:03:59
81230392,-25.4603003707953,-49.340657573102,1,16:04:59,30,82200440,-25.393875587652,-49.2639951894228,SIM,16:26:20
82200440,-25.393875587652,-49.2639951894228,1,16:27:20,30,81880380,-25.5395481532947,-49.2924784574248,SIM,17:00:14
81880380,-25.5395481532947,-49.2924784574248,1,17:01:14,30,81900670,-25.5457748986399,-49.2827186530876,SIM,17:03:38
81900670,-25.5457748986399,-49.2827186530876,1,17:03:38,30,81550315,-25.4881320075695,-49.208315008611,NÃO,17:23:19
81550315,-25.4881320075695,-49.208315008611,1,17:24:19,30,82130470,-25.3763584193723,-49.2754817420857,SIM,17:52:36
82130470,-25.3763584193723,-49.2754817420857,1,17:53:36,30,81550150,-25.4770778208763,-49.2126543845983,SIM,18:19:19
81550150,-25.4770778208763,-49.2126543845983,1,18:20:19,30,81870352,-25.5241770000303,-49.2937684998992,SIM,18:39:41
81870352,-25.5241770000303,-49.2937684998992,1,18:40:41,30,81570240,-25.4811182084669,-49.2271006252739,SIM,18:57:09
81570240,-25.4811182084669,-49.2271006252739,1,18:58:09,30,81850680,-25.54320816435,-49.242931161733,SIM,19:12:20
81850680,-25.54320816435,-49.242931161733,1,19:12:20,30,81710380,-25.4967925893433,-49.2594143510465,NÃO,19:23:11
81710380,-25.4967925893433,-49.2594143510465,1,19:24:11,30,82130580,-25.3655056873644,-49.280654645349,SIM,19:53:42
82130580,-25.3655056873644,-49.280654645349,1,19:54:42,30,81452040,-25.4998370213564,-49.3545044201704,SIM,20:28:04
81452040,-25.4998370213564,-49.3545044201704,1,20:29:04,30,81490400,-25.5959260793478,-49.3357867186009,SIM,20:50:46
81490400,-25.5959260793478,-49.3357867186009,1,20:51:46,30,80810200,-25.411751607072,-49.288206501747,SIM,21:33:50
80810200,-25.411751607072,-49.288206501747,1,21:34:50,30,81910550,-25.5343119298378,-49.2590953391986,SIM,22:02:43
81910550,-25.5343119298378,-49.2590953391986,1,22:03:43,30,80210400,-25.4463780000737,-49.2468984999865,SIM,22:23:26
80210400,-25.4463780000737,-49.2468984999865,1,22:24:26,30,81935474,-25.5506130891455,-49.245334911631,SIM,22:47:37
81935474,-25.5506130891455,-49.245334911631,1,22:48:37,30,81710300,-25.4995227903921,-49.2608604414495,SIM,23:00:24
81710300,-25.4995227903921,-49.2608604414495,1,23:00:24,30,80060040,-25.4318069334388,-49.263280830672,NÃO,23:15:29
80060040,-25.4318069334388,-49.263280830672,1,23:16:29,30,81910390,-25.5316857069475,-49.261658650228,SIM,23:38:42
81910390,-25.5316857069475,-49.261658650228,1,23:38:42,30,81920735,-25.5391678846873,-49.2615212690534,NÃO,23:40:22
81920735,-25.5391678846873,-49.2615212690534,1,23:41:22,30,81490280,-25.5975675014877,-49.3235433911466,SIM,23:59:22
81490280,-25.5975675014877,-49.3235433911466,1,23:59:22,30,81945040,-25.6022235414387,-49.3138372232201,NÃO,00:01:35
81945040,-25.6022235414387,-49.3138372232201,1,00:02:35,30,80240660,-25.4542530556284,-49.2916382221557,SIM,00:35:48
80240660,-25.4542530556284,-49.2916382221557,1,00:36:48,30,81480216,-25.5592031642591,-49.3274865425991,SIM,01:01:14
81480216,-25.5592031642591,-49.3274865425991,1,01:02:14,30,82320460,-25.4077602271442,-49.3507954592113,SIM,01:36:15
82320460,-25.4077602271442,-49.3507954592113,1,01:37:15,30,82930390,-25.4608672106041,-49.2047594214569,SIM,02:08:53
82930390,-25.4608672106041,-49.2047594214569,1,02:09:53,30,82015100,-25.4177303741766,-49.3254408265132,SIM,02:35:57
82015100,-25.4177303741766,-49.3254408265132,1,02:36:57,30,81110522,-25.5094403220237,-49.2915096538449,SIM,02:58:28
81110522,-25.5094403220237,-49.2915096538449,1,02:59:28,30,81270220,-25.4591060306723,-49.3531713829059,SIM,03:16:10
81270220,-25.4591060306723,-49.3531713829059,1,03:17:10,30,81490620,-25.6132684714507,-49.3349370738516,SIM,03:51:39
81490620,-25.6132684714507,-49.3349370738516,1,03:52:39,30,81470300,-25.575776177431,-49.3365443994341,SIM,04:01:00
81470300,-25.575776177431,-49.3365443994341,1,04:01:00,30,81935113,-25.5499175384761,-49.253610923113,NÃO,04:18:37
81935113,-25.5499175384761,-49.253610923113,1,04:19:37,30,80820350,-25.4104868271504,-49.2948596739003,SIM,04:51:43
80820350,-25.4104868271504,-49.2948596739003,1,04:52:43,30,80060170,-25.4278721677395,-49.2593020468696,SIM,05:00:51
80060170,-25.4278721677395,-49.2593020468696,1,05:00:51,30,81710590,-25.5021303917908,-49.2606525653797,NÃO,05:17:22
81710590,-25.5021303917908,-49.2606525653797,1,05:18:22,30,82130282,-25.3808727224324,-49.2743298330015,SIM,05:45:29
82130282,-25.3808727224324,-49.2743298330015,1,05:46:29,30,80730430,-25.430157,-49.293614,SIM,05:58:07
80730430,-25.430157,-49.293614,1,05:59:07,30,81590578,-25.4926040000053,-49.2000059999854,SIM,06:22:30
81590578,-25.4926040000053,-49.2000059999854,1,06:23:30,30,81920500,-25.5428123134011,-49.2544219342922,SIM,06:39:08
81920500,-25.5428123134011,-49.2544219342922,1,06:39:08,30,81820330,-25.5169970179923,-49.2724628977617,NÃO,06:45:56
81820330,-25.5169970179923,-49.2724628977617,1,06:46:56,30,81480050,-25.5639557671639,-49.3123860165859,SIM,07:00:06
81480050,-25.5639557671639,-49.3123860165859,1,07:01:06,30,81570360,-25.4857325221308,-49.2299521315212,SIM,07:25:07
81570360,-25.4857325221308,-49.2299521315212,1,07:26:07,30,81280190,-25.4369027676958,-49.3594793608748,SIM,07:54:19
81280190,-25.4369027676958,-49.3594793608748,1,07:55:19,30,80230090,-25.4390390483783,-49.2723309760101,SIM,08:12:50
80230090,-25.4390390483783,-49.2723309760101,1,08:13:50,30,82100620,-25.3924350555573,-49.3027649999663,SIM,08:25:52
82100620,-25.3924350555573,-49.3027649999663,1,08:25:52,30,80820650,-25.4121630005226,-49.3068074987427,NÃO,08:30:20
80820650,-25.4121630005226,-49.3068074987427,1,08:30:20,30,80410000,-25.4213661621413,-49.2875646174355,NÃO,08:34:43
80410000,-25.4213661621413,-49.2875646174355,1,08:35:43,30,82310354,-25.428940781271,-49.3504773749079,SIM,08:48:28
82310354,-25.428940781271,-49.3504773749079,1,08:49:28,30,81910030,-25.5361378385276,-49.2685374132639,SIM,09:18:26
81910030,-25.5361378385276,-49.2685374132639,1,09:19:26,30,82820460,-25.4179465264684,-49.2222826851176,SIM,09:47:19
82820460,-25.4179465264684,-49.2222826851176,1,09:48:19,30,82100440,-25.3942804783177,-49.2932765649519,SIM,10:03:32
82100440,-25.3942804783177,-49.2932765649519,1,10:04:32,30,81130330,-25.5102533750322,-49.3062616741933,SIM,10:30:28
81130330,-25.5102533750322,-49.3062616741933,1,10:31:28,30,81260470,-25.4878793333939,-49.3499858333103,SIM,10:41:34
81260470,-25.4878793333939,-49.3499858333103,1,10:41:34,30,80330120,-25.4711980670357,-49.3106388116797,NÃO,10:50:18
80330120,-25.4711980670357,-49.3106388116797,1,10:51:18,30,82650210,-25.3791995264108,-49.2479747365615,SIM,11:15:20
82650210,-25.3791995264108,-49.2479747365615,1,11:16:20,30,80740620,-25.4417320478243,-49.3156172471767,SIM,11:35:47
80740620,-25.4417320478243,-49.3156172471767,1,11:36:47,30,81770140,-25.5277922333666,-49.2459991910781,SIM,12:00:29
81770140,-25.5277922333666,-49.2459991910781,1,12:01:29,30,81935303,-25.5548054287395,-49.2658406002244,SIM,12:08:42
81935303,-25.5548054287395,-49.2658406002244,1,12:09:42,30,81490010,-25.6154928550559,-49.3537353191769,SIM,12:31:55
81490010,-25.6154928550559,-49.3537353191769,1,12:32:55,30,81150120,-25.5170223068465,-49.3040621642926,SIM,12:56:59
81150120,-25.5170223068465,-49.3040621642926,1,12:57:59,30,80045160,-25.4227240373025,-49.257747950136,SIM,13:20:56
